"ORPHA:58", "Alexander disease"
"ORPHA:90776", "46,XX disorder of sex development induced by fetal androgens excess"
"ORPHA:90771", "Disorder of sex development"
"ORPHA:529980", "Inflammatory bowel disease-recurrent sinopulmonary infections syndrome"
"ORPHA:530033", "Dermoid or epidermoid cyst of the central nervous system"
"ORPHA:529974", "Immune dysregulation with inflammatory bowel disease"
"ORPHA:529977", "Immune dysregulation-inflammatory bowel disease-arthritis-recurrent infections-lymphopenia syndrome"
"ORPHA:90695", "Panhypopituitarism"
"ORPHA:529965", "Intellectual disability-autism-speech apraxia-craniofacial dysmorphism syndrome"
"ORPHA:529970", "Male infertility due to acephalic spermatozoa"
"ORPHA:90400", "Scleromyxedema without monoclonal gammopathy"
"ORPHA:90625", "X-linked non-syndromic sensorineural deafness type DFN"
"ORPHA:90635", "Autosomal dominant non-syndromic sensorineural deafness type DFNA"
"ORPHA:90636", "Autosomal recessive non-syndromic sensorineural deafness type DFNB"
"ORPHA:90396", "Acral persistent papular mucinosis"
"ORPHA:529468", "Monoclonal mast cell activation syndrome"
"ORPHA:90397", "Self-healing papular mucinosis"
"ORPHA:529574", "Duane retraction syndrome with congenital deafness"
"ORPHA:90398", "Localized lichen myxedematosus with mixed features of different subtypes"
"ORPHA:90399", "Localized lichen myxedematosus with monoclonal gammopathy or systemic symptoms"
"ORPHA:90393", "Nodular lichen myxedematosus"
"ORPHA:90394", "Discrete papular lichen myxedematosus"
"ORPHA:90395", "Papular mucinosis of infancy"
"ORPHA:90368", "Hypotrichosis simplex of the scalp"
"ORPHA:90389", "Telangiectasia macularis eruptiva perstans"
"ORPHA:90390", "Anonychia-onychodystrophy syndrome"
"ORPHA:90653", "Stickler syndrome type 1"
"ORPHA:90652", "Otopalatodigital syndrome type 2"
"ORPHA:90654", "Stickler syndrome type 2"
"ORPHA:529665", "Neurodevelopmental delay-seizures-ophthalmic anomalies-osteopenia-cerebellar atrophy syndrome"
"ORPHA:90647", "Jervell and Lange-Nielsen syndrome"
"ORPHA:90650", "Otopalatodigital syndrome type 1"
"ORPHA:90649", "Orofaciodigital syndrome type 7"
"ORPHA:90646", "Deafness-hypogonadism syndrome"
"ORPHA:90642", "Syndromic genetic deafness"
"ORPHA:90641", "Mitochondrial non-syndromic sensorineural deafness"
"ORPHA:91387", "Familial thoracic aortic aneurysm and aortic dissection"
"ORPHA:91396", "Isolated cryptophthalmia"
"ORPHA:91378", "Hereditary angioedema"
"ORPHA:91385", "Acquired angioedema"
"ORPHA:91412", "Marcus-Gunn syndrome"
"ORPHA:91413", "Congenital Horner syndrome"
"ORPHA:91397", "Isolated ankyloblepharon filiforme adnatum"
"ORPHA:91411", "Congenital ptosis"
"ORPHA:91357", "Duplication of the esophagus"
"ORPHA:91354", "Pituitary deficiency due to empty sella turcica syndrome"
"ORPHA:91355", "Sheehan syndrome"
"ORPHA:91364", "Non-specific interstitial pneumonia"
"ORPHA:91365", "OBSOLETE: Secondary ciliary dyskinesia"
"ORPHA:91358", "Congenital esophageal diverticulum"
"ORPHA:91359", "Chronic pneumonitis of infancy"
"ORPHA:91496", "Snowflake vitreoretinal degeneration"
"ORPHA:91495", "Persistent hyperplastic primary vitreous"
"ORPHA:91494", "Macular coloboma-cleft palate-hallux valgus syndrome"
"ORPHA:91492", "Early-onset non-syndromic cataract"
"ORPHA:91546", "Lyme disease"
"ORPHA:91500", "Tubulointerstitial nephritis and uveitis syndrome"
"ORPHA:91498", "Familial congenital palsy of trochlear nerve"
"ORPHA:91481", "Ring dermoid of cornea"
"ORPHA:91416", "Isolated congenital alacrima"
"ORPHA:91415", "OBSOLETE: Familial capillary hemangioma"
"ORPHA:91414", "Pilomatrixoma"
"ORPHA:91491", "Congenital ectropion uveae"
"ORPHA:91490", "Isolated congenital sclerocornea"
"ORPHA:91489", "Isolated congenital megalocornea"
"ORPHA:91483", "Rieger anomaly"
"ORPHA:91127", "Adenovirus infection in immunocompromised patients"
"ORPHA:91128", "OBSOLETE: Graft rejection after lung transplantation"
"ORPHA:91129", "Anophthalmia-heart and pulmonary anomalies-intellectual disability syndrome"
"ORPHA:91130", "Cardiomyopathy-hypotonia-lactic acidosis syndrome"
"ORPHA:91131", "DK1-CDG"
"ORPHA:91132", "Ichthyosis-hypotrichosis syndrome"
"ORPHA:91133", "Osteopenia-myopia-hearing loss-intellectual disability-facial dysmorphism syndrome"
"ORPHA:90793", "Congenital adrenal hyperplasia due to 17-alpha-hydroxylase deficiency"
"ORPHA:90794", "Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency"
"ORPHA:90795", "Congenital adrenal hyperplasia due to 11-beta-hydroxylase deficiency"
"ORPHA:90796", "46,XY disorder of sex development due to isolated 17,20-lyase deficiency"
"ORPHA:90797", "Partial androgen insensitivity syndrome"
"ORPHA:90970", "Primary lipodystrophy"
"ORPHA:91024", "Autosomal recessive axonal hereditary motor and sensory neuropathy"
"ORPHA:91088", "Other metabolic disease"
"ORPHA:91347", "TSH-secreting pituitary adenoma"
"ORPHA:91349", "Non-functioning pituitary adenoma"
"ORPHA:91348", "Functioning gonadotropic adenoma"
"ORPHA:91351", "Pituitary dermoid and epidermoid cysts"
"ORPHA:91350", "Pituitary deficiency due to Rathke cleft cysts"
"ORPHA:91353", "OBSOLETE: Choristoma"
"ORPHA:91352", "Germinoma of the central nervous system"
"ORPHA:91136", "Acquired monoclonal Ig light chain-associated Fanconi syndrome"
"ORPHA:91135", "Body skin hyperlaxity due to vitamin K-dependent coagulation factor deficiency"
"ORPHA:91138", "Cryoglobulinemic vasculitis"
"ORPHA:91137", "Immunotactoid or fibrillary glomerulopathy"
"ORPHA:91140", "Unspecified juvenile idiopathic arthritis"
"ORPHA:91139", "Simple cryoglobulinemia"
"ORPHA:528623", "Hereditary angioedema with C1Inh deficiency"
"ORPHA:91144", "46,XX disorder of sex development induced by maternal-derived androgen"
"ORPHA:528647", "Hereditary angioedema with normal C1Inh"
"ORPHA:528663", "Acquired angioedema with C1Inh deficiency"
"ORPHA:79384", "Rare urticaria"
"ORPHA:79385", "Unclassified genetic skin disorder"
"ORPHA:79382", "Subcutaneous tissue disease"
"ORPHA:79383", "Lymphedema"
"ORPHA:79388", "Mucopolysaccharidosis with skin involvement"
"ORPHA:79389", "Premature aging"
"ORPHA:79386", "Rare skin tumor or hamartoma"
"ORPHA:79387", "Metabolic disease with skin involvement"
"ORPHA:79390", "Rare photodermatosis"
"ORPHA:79391", "Immune deficiency with skin involvement"
"ORPHA:79396", "Epidermolysis bullosa simplex, generalized severe"
"ORPHA:79397", "Epidermolysis bullosa simplex with mottled pigmentation"
"ORPHA:79394", "Congenital non-bullous ichthyosiform erythroderma"
"ORPHA:79395", "Keratoderma hereditarium mutilans with ichthyosis"
"ORPHA:79369", "Isolated nail anomaly"
"ORPHA:79368", "Nail anomaly"
"ORPHA:79367", "Syndromic hair shaft abnormality"
"ORPHA:79366", "Isolated hair shaft abnormality"
"ORPHA:79373", "Ectodermal dysplasia syndrome"
"ORPHA:79372", "Sebaceous gland anomaly"
"ORPHA:79370", "Syndromic nail anomaly"
"ORPHA:79377", "Dermis disorder"
"ORPHA:79376", "Hypopigmentation of the skin"
"ORPHA:79375", "Hyperpigmentation of the skin"
"ORPHA:79374", "Pigmentation anomaly of the skin"
"ORPHA:79381", "Other dermis disorder"
"ORPHA:79380", "Mixed dermis disorder"
"ORPHA:79379", "Skin vascular disease"
"ORPHA:79378", "Dermis elastic tissue disorder"
"ORPHA:79414", "Woolly hair nevus"
"ORPHA:79428", "OBSOLETE: Familial segmental neurofibromatosis"
"ORPHA:79429", "OBSOLETE: Familial spinal neurofibromatosis"
"ORPHA:79399", "Epidermolysis bullosa simplex, generalized intermediate"
"ORPHA:79401", "Epidermolysis bullosa simplex, Ogna type"
"ORPHA:79400", "Localized epidermolysis bullosa simplex"
"ORPHA:79403", "Junctional epidermolysis bullosa-pyloric atresia syndrome"
"ORPHA:79402", "Junctional epidermolysis bullosa, generalized intermediate"
"ORPHA:79405", "Junctional epidermolysis bullosa inversa"
"ORPHA:79404", "Junctional epidermolysis bullosa, generalized severe"
"ORPHA:79407", "Autosomal dominant dystrophic epidermolysis bullosa, Cockayne-Touraine type"
"ORPHA:79406", "Late-onset junctional epidermolysis bullosa"
"ORPHA:79409", "Recessive dystrophic epidermolysis bullosa inversa"
"ORPHA:79408", "Severe generalized recessive dystrophic epidermolysis bullosa"
"ORPHA:79411", "Transient bullous dermolysis of the newborn"
"ORPHA:79410", "Pretibial dystrophic epidermolysis bullosa"
"ORPHA:79452", "Milroy disease"
"ORPHA:79450", "Non-hereditary congenital primary lymphedema"
"ORPHA:79446", "Multiple pterygium syndrome, Aslan type"
"ORPHA:79447", "X-linked lethal multiple pterygium syndrome"
"ORPHA:79458", "Oley syndrome"
"ORPHA:79459", "Follicular atrophoderma-basal cell carcinoma"
"ORPHA:79456", "Diffuse cutaneous mastocytosis"
"ORPHA:79457", "Maculopapular cutaneous mastocytosis"
"ORPHA:79455", "Cutaneous mastocytoma"
"ORPHA:79435", "Oculocutaneous albinism type 4"
"ORPHA:79434", "Oculocutaneous albinism type 1B"
"ORPHA:79433", "Oculocutaneous albinism type 3"
"ORPHA:79432", "Oculocutaneous albinism type 2"
"ORPHA:79431", "Oculocutaneous albinism type 1A"
"ORPHA:79430", "Hermansky-Pudlak syndrome"
"ORPHA:79445", "Pseudopseudohypoparathyroidism"
"ORPHA:79444", "Pseudohypoparathyroidism type 1C"
"ORPHA:79443", "Pseudohypoparathyroidism type 1A"
"ORPHA:79482", "Cutis verticis gyrata-thyroid aplasia-intellectual disability syndrome"
"ORPHA:79483", "Phakomatosis cesioflammea"
"ORPHA:79484", "Phakomatosis cesiomarmorata"
"ORPHA:79485", "Phakomatosis spilorosea"
"ORPHA:79478", "Griscelli syndrome type 3"
"ORPHA:79479", "Pemphigus vegetans"
"ORPHA:79480", "Pemphigus erythematosus"
"ORPHA:79481", "Pemphigus foliaceus"
"ORPHA:79490", "Microcystic lymphatic malformation"
"ORPHA:79492", "Pili gemini"
"ORPHA:79493", "Brooke-Spiegler syndrome"
"ORPHA:79486", "Cystic hygroma"
"ORPHA:79489", "Macrocystic lymphatic malformation"
"ORPHA:79467", "Verrucous nevus"
"ORPHA:79466", "Inflammatory linear verrucous epidermal nevus"
"ORPHA:79468", "Acanthokeratolytic verrucous nevus"
"ORPHA:79474", "Atypical Werner syndrome"
"ORPHA:79477", "Griscelli syndrome type 2"
"ORPHA:79476", "Griscelli syndrome type 1"
"ORPHA:79473", "Porphyria variegata"
"ORPHA:79264", "Juvenile neuronal ceroid lipofuscinosis"
"ORPHA:79263", "Infantile neuronal ceroid lipofuscinosis"
"ORPHA:79262", "Adult neuronal ceroid lipofuscinosis"
"ORPHA:79269", "Sanfilippo syndrome type A"
"ORPHA:79257", "GM1 gangliosidosis type 3"
"ORPHA:79256", "GM1 gangliosidosis type 2"
"ORPHA:79255", "GM1 gangliosidosis type 1"
"ORPHA:79254", "Classic phenylketonuria"
"ORPHA:79261", "Glycogen storage disease type 1d"
"ORPHA:79260", "Glycogen storage disease type 1c"
"ORPHA:79259", "Glycogen storage disease due to glucose-6-phosphatase deficiency type Ib"
"ORPHA:79258", "Glycogen storage disease due to glucose-6-phosphatase deficiency type Ia"
"ORPHA:79246", "Pyruvate dehydrogenase phosphatase deficiency"
"ORPHA:79253", "Mild phenylketonuria"
"ORPHA:79240", "Glycogen storage disease due to liver and muscle phosphorylase kinase deficiency"
"ORPHA:79241", "Biotinidase deficiency"
"ORPHA:79238", "Galactose epimerase deficiency"
"ORPHA:79239", "Classic galactosemia"
"ORPHA:79244", "Pyruvate dehydrogenase E2 deficiency"
"ORPHA:79242", "Holocarboxylase synthetase deficiency"
"ORPHA:79243", "Pyruvate dehydrogenase E1-alpha deficiency"
"ORPHA:79299", "Hyperinsulinism due to glucokinase deficiency"
"ORPHA:79298", "Diazoxide-resistant focal hyperinsulinism"
"ORPHA:79301", "Congenital bile acid synthesis defect type 1"
"ORPHA:79289", "Niemann-Pick disease type D"
"ORPHA:79293", "Familial LCAT deficiency"
"ORPHA:79292", "Fish-eye disease"
"ORPHA:79278", "Autosomal erythropoietic protoporphyria"
"ORPHA:79279", "Alpha-N-acetylgalactosaminidase deficiency type 1"
"ORPHA:79280", "Alpha-N-acetylgalactosaminidase deficiency type 2"
"ORPHA:79281", "Alpha-N-acetylgalactosaminidase deficiency type 3"
"ORPHA:79282", "Methylmalonic acidemia with homocystinuria, type cblC"
"ORPHA:79283", "Methylmalonic acidemia with homocystinuria, type cblD"
"ORPHA:79284", "Methylmalonic acidemia with homocystinuria type cblF"
"ORPHA:79270", "Sanfilippo syndrome type B"
"ORPHA:79271", "Sanfilippo syndrome type C"
"ORPHA:79272", "Sanfilippo syndrome type D"
"ORPHA:79273", "Hereditary coproporphyria"
"ORPHA:79276", "Acute intermittent porphyria"
"ORPHA:79277", "Congenital erythropoietic porphyria"
"ORPHA:79333", "COG7-CDG"
"ORPHA:79332", "B4GALT1-CDG"
"ORPHA:79330", "MOGS-CDG"
"ORPHA:79329", "MGAT2-CDG"
"ORPHA:79328", "ALG9-CDG"
"ORPHA:79327", "ALG1-CDG"
"ORPHA:79326", "ALG2-CDG"
"ORPHA:79325", "ALG8-CDG"
"ORPHA:79324", "ALG12-CDG"
"ORPHA:79323", "MPDU1-CDG"
"ORPHA:79322", "DPM1-CDG"
"ORPHA:79321", "ALG3-CDG"
"ORPHA:79320", "ALG6-CDG"
"ORPHA:79319", "MPI-CDG"
"ORPHA:79318", "PMM2-CDG"
"ORPHA:79316", "OBSOLETE: Phosphoenolpyruvate carboxykinase 1 deficiency"
"ORPHA:79317", "OBSOLETE: Phosphoenolpyruvate carboxykinase 2 deficiency"
"ORPHA:79314", "L-2-hydroxyglutaric aciduria"
"ORPHA:79315", "D-2-hydroxyglutaric aciduria"
"ORPHA:79312", "Vitamin B12-unresponsive methylmalonic acidemia type mut-"
"ORPHA:79310", "Vitamin B12-responsive methylmalonic acidemia type cblA"
"ORPHA:79311", "Vitamin B12-responsive methylmalonic acidemia type cblB"
"ORPHA:79306", "Progressive familial intrahepatic cholestasis type 1"
"ORPHA:79304", "Progressive familial intrahepatic cholestasis type 2"
"ORPHA:79305", "Progressive familial intrahepatic cholestasis type 3"
"ORPHA:79302", "Congenital bile acid synthesis defect type 3"
"ORPHA:79303", "Congenital bile acid synthesis defect type 2"
"ORPHA:79363", "Hair anomaly"
"ORPHA:79362", "Epidermal appendage anomaly"
"ORPHA:79365", "Rare disorder with hypertrichosis"
"ORPHA:79364", "Alopecia"
"ORPHA:79359", "Other epidermal disorder"
"ORPHA:79358", "Porokeratosis"
"ORPHA:79361", "Inherited epidermolysis bullosa"
"ORPHA:79360", "Other genetic epidermal disease"
"ORPHA:79355", "Erythrokeratoderma"
"ORPHA:79354", "Ichthyosis"
"ORPHA:79357", "Hereditary palmoplantar keratoderma"
"ORPHA:79356", "Acrokeratoderma"
"ORPHA:79351", "3-phosphoglycerate dehydrogenase deficiency, infantile/juvenile form"
"ORPHA:79350", "3-phosphoserine phosphatase deficiency"
"ORPHA:79353", "Epidermal disease"
"ORPHA:79346", "Chondrodysplasia punctata, tibial-metacarpal type"
"ORPHA:79347", "Chondrodysplasia punctata, Toriello type"
"ORPHA:79344", "OBSOLETE: Chondrodysplasia punctata, Sheffield type"
"ORPHA:79345", "Brachytelephalangic chondrodysplasia punctata"
"ORPHA:85191", "Singleton-Merten dysplasia"
"ORPHA:85188", "Metaphyseal dysplasia, Braun-Tinschert type"
"ORPHA:85193", "Idiopathic juvenile osteoporosis"
"ORPHA:85192", "Calvarial doughnut lesions-bone fragility syndrome"
"ORPHA:85195", "Familial expansile osteolysis"
"ORPHA:85194", "Spondylo-ocular syndrome"
"ORPHA:85197", "Genochondromatosis type 1"
"ORPHA:85196", "Nodulosis-arthropathy-osteolysis syndrome"
"ORPHA:85199", "Craniosynostosis-anal anomalies-porokeratosis syndrome"
"ORPHA:85198", "Dysspondyloenchondromatosis"
"ORPHA:85201", "Genitopatellar syndrome"
"ORPHA:85200", "Ischiovertebral syndrome"
"ORPHA:85203", "Acropectoral syndrome"
"ORPHA:85202", "Keutel syndrome"
"ORPHA:85273", "X-linked intellectual disability, Abidi type"
"ORPHA:85212", "Fetal Gaucher disease"
"ORPHA:85274", "Syndromic X-linked intellectual disability 7"
"ORPHA:85275", "Microphthalmia-ankyloblepharon-intellectual disability syndrome"
"ORPHA:85276", "X-linked intellectual disability, Armfield type"
"ORPHA:85277", "X-linked intellectual disability, Cantagrel type"
"ORPHA:85278", "Christianson syndrome"
"ORPHA:85279", "Syndromic X-linked intellectual disability due to JARID1C mutation"
"ORPHA:85280", "X-linked intellectual disability-cubitus valgus-dysmorphism syndrome"
"ORPHA:85281", "MECP2 duplication syndrome"
"ORPHA:85282", "MEHMO syndrome"
"ORPHA:85283", "X-linked intellectual disability, Miles-Carpenter type"
"ORPHA:85284", "BRESEK syndrome"
"ORPHA:85285", "X-linked intellectual disability, Schimke type"
"ORPHA:85286", "X-linked intellectual disability, Shashi type"
"ORPHA:85287", "X-linked intellectual disability, Siderius type"
"ORPHA:85288", "X-linked intellectual disability, Stocco Dos Santos type"
"ORPHA:85289", "X-linked intellectual disability, Vitale type"
"ORPHA:85293", "X-linked intellectual disability, Cabezas type"
"ORPHA:85292", "X-linked spinocerebellar ataxia type 4"
"ORPHA:85291", "X-linked intellectual disability, Wittwer type"
"ORPHA:85290", "X-linked intellectual disability, Wilson type"
"ORPHA:85317", "X-linked intellectual disability-hypogammaglobulinemia-progressive neurological deterioration syndrome"
"ORPHA:85297", "X-linked spinocerebellar ataxia type 3"
"ORPHA:85295", "HSD10 disease, atypical type"
"ORPHA:85294", "X-linked epilepsy-learning disabilities-behavior disorders syndrome"
"ORPHA:85321", "Deafness-intellectual disability syndrome, Martin-Probst type"
"ORPHA:85320", "X-linked intellectual disability-macrocephaly-macroorchidism syndrome"
"ORPHA:85319", "X-linked intellectual disability-epilepsy-progressive joint contractures-dysmorphism syndrome"
"ORPHA:85318", "OBSOLETE: X-linked intellectual disability-precocious puberty-obesity syndrome"
"ORPHA:85325", "X-linked intellectual disability, Stevenson type"
"ORPHA:85324", "X-linked intellectual disability, Shrimpton type"
"ORPHA:85323", "X-linked intellectual disability, Seemanova type"
"ORPHA:85322", "X-linked intellectual disability, Pai type"
"ORPHA:85328", "X-linked intellectual disability, Turner type"
"ORPHA:85329", "X-linked intellectual disability-hypotonia-facial dysmorphism-aggressive behavior syndrome"
"ORPHA:85326", "X-linked intellectual disability, Stoll type"
"ORPHA:85327", "X-linked intellectual disability-acromegaly-hyperactivity syndrome"
"ORPHA:85332", "X-linked intellectual disability-retinitis pigmentosa syndrome"
"ORPHA:85333", "X-linked intellectual disability-spastic paraplegia with iron deposits syndrome"
"ORPHA:85330", "X-linked intellectual disability-corpus callosum agenesis-spastic quadriparesis syndrome"
"ORPHA:85331", "OBSOLETE: X-linked intellectual disability-obesity-short stature syndrome"
"ORPHA:85336", "X-linked neurodegenerative syndrome, Hamel type"
"ORPHA:85337", "X-linked intellectual disability, Zorick type"
"ORPHA:85334", "X-linked neurodegenerative syndrome, Bertini type"
"ORPHA:85335", "Fried syndrome"
"ORPHA:85410", "Oligoarticular juvenile idiopathic arthritis"
"ORPHA:85414", "Systemic-onset juvenile idiopathic arthritis"
"ORPHA:85338", "X-linked intellectual disability-ataxia-apraxia syndrome"
